interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,as_type,mcpc
2025-12-19T11:05:00-06:00,2025-12-19 17:05:00+00:00,2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,NSPIN,0.39
2025-12-19T11:05:00-06:00,2025-12-19 17:05:00+00:00,2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,REGDN,0.09
2025-12-19T11:05:00-06:00,2025-12-19 17:05:00+00:00,2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,REGUP,0.09
2025-12-19T11:05:00-06:00,2025-12-19 17:05:00+00:00,2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,RRS,0.05
2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,ECRS,0.09
2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,NSPIN,0.35
2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,REGDN,0.04
2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,REGUP,0.08
2025-12-19T11:10:00-06:00,2025-12-19 17:10:00+00:00,2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,RRS,0.04
2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,ECRS,0.08
2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,NSPIN,0.32
2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,REGDN,0
2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,REGUP,0.04
2025-12-19T11:15:00-06:00,2025-12-19 17:15:00+00:00,2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,RRS,0.04
2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,ECRS,0.08
2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,NSPIN,0.3
2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,REGDN,0
2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,REGUP,0.04
2025-12-19T11:20:00-06:00,2025-12-19 17:20:00+00:00,2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,RRS,0.04
2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,ECRS,0.07
2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,NSPIN,0.27
2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,REGDN,0
2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,REGUP,0.03
2025-12-19T11:25:00-06:00,2025-12-19 17:25:00+00:00,2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,RRS,0.03
2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,ECRS,0.07
2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,NSPIN,0.27
2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,REGDN,0
2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,REGUP,0.03
2025-12-19T11:30:00-06:00,2025-12-19 17:30:00+00:00,2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,RRS,0.03
2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,ECRS,0.07
2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,NSPIN,0.27
2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,REGDN,0
2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,REGUP,0.03
2025-12-19T11:35:00-06:00,2025-12-19 17:35:00+00:00,2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,RRS,0.03
2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,ECRS,0.07
2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,NSPIN,0.27
2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,REGDN,0
2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,REGUP,0.03
2025-12-19T11:40:00-06:00,2025-12-19 17:40:00+00:00,2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,RRS,0.03
2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,ECRS,0.07
2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,NSPIN,0.29
2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,REGDN,0
2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,REGUP,0.04
2025-12-19T11:45:00-06:00,2025-12-19 17:45:00+00:00,2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,RRS,0.04
2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,ECRS,0.07
2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,NSPIN,0.29
2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,REGDN,0
2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,REGUP,0.04
2025-12-19T11:50:00-06:00,2025-12-19 17:50:00+00:00,2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,RRS,0.04
2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,ECRS,0.06
2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,NSPIN,0.25
2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,REGDN,0
2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,REGUP,0.03
2025-12-19T11:55:00-06:00,2025-12-19 17:55:00+00:00,2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,RRS,0.03
2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,ECRS,0.07
2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,NSPIN,0.28
2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,REGDN,0.02
2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,REGUP,0.05
2025-12-19T12:00:00-06:00,2025-12-19 18:00:00+00:00,2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,RRS,0.04
2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,ECRS,0.07
2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,NSPIN,0.28
2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,REGDN,0.25
2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,REGUP,0.07
2025-12-19T12:05:00-06:00,2025-12-19 18:05:00+00:00,2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,RRS,0.04
2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,ECRS,0.07
2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,NSPIN,0.28
2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,REGDN,0.26
2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,REGUP,0.08
2025-12-19T12:10:00-06:00,2025-12-19 18:10:00+00:00,2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,RRS,0.04
2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,ECRS,0.06
2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,NSPIN,0.25
2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,REGDN,0.24
2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,REGUP,0.06
2025-12-19T12:15:00-06:00,2025-12-19 18:15:00+00:00,2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,RRS,0.03
2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,ECRS,0.06
2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,NSPIN,0.25
2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,REGDN,0.14
2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,REGUP,0.06
2025-12-19T12:20:00-06:00,2025-12-19 18:20:00+00:00,2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,RRS,0.03
2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,ECRS,0.06
2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,NSPIN,0.25
2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,REGDN,0.1
2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,REGUP,0.06
2025-12-19T12:25:00-06:00,2025-12-19 18:25:00+00:00,2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,RRS,0.03
2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,ECRS,0.06
2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,NSPIN,0.25
2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,REGDN,0.15
2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,REGUP,0.08
2025-12-19T12:30:00-06:00,2025-12-19 18:30:00+00:00,2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,RRS,0.03
2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,ECRS,0.06
2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,NSPIN,0.25
2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,REGDN,0.24
2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,REGUP,0.06
2025-12-19T12:35:00-06:00,2025-12-19 18:35:00+00:00,2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,RRS,0.03
2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,ECRS,0.05
2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,NSPIN,0.25
2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,REGDN,0.19
2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,REGUP,0.08
2025-12-19T12:40:00-06:00,2025-12-19 18:40:00+00:00,2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,RRS,0.03
2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,ECRS,0.02
2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,NSPIN,0.25
2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,REGDN,0.07
2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,REGUP,0.08
2025-12-19T12:45:00-06:00,2025-12-19 18:45:00+00:00,2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,RRS,0.02
2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,ECRS,0.02
2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,NSPIN,0.25
2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,REGDN,0.08
2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,REGUP,0.07
2025-12-19T12:50:00-06:00,2025-12-19 18:50:00+00:00,2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,RRS,0.02
2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,ECRS,0.02
2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,NSPIN,0.25
2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,REGDN,0.09
2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,REGUP,0.07
2025-12-19T12:55:00-06:00,2025-12-19 18:55:00+00:00,2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,RRS,0.02
2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,ECRS,0.06
2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,NSPIN,0.25
2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,REGDN,0.16
2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,REGUP,0.09
2025-12-19T13:00:00-06:00,2025-12-19 19:00:00+00:00,2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,RRS,0.03
2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,ECRS,0.06
2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,NSPIN,0.22
2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,REGDN,0.06
2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,REGUP,0.1
2025-12-19T13:05:00-06:00,2025-12-19 19:05:00+00:00,2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,RRS,0.03
2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,ECRS,0.06
2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,NSPIN,0.22
2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,REGDN,0.09
2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,REGUP,0.1
2025-12-19T13:10:00-06:00,2025-12-19 19:10:00+00:00,2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,RRS,0.03
2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,ECRS,0.02
2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,NSPIN,0.17
2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,REGDN,0.04
2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,REGUP,0.09
2025-12-19T13:15:00-06:00,2025-12-19 19:15:00+00:00,2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,RRS,0.02
2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,ECRS,0.02
2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,NSPIN,0.18
2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,REGDN,0.13
2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,REGUP,0.11
2025-12-19T13:20:00-06:00,2025-12-19 19:20:00+00:00,2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,RRS,0.02
2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,ECRS,0.02
2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,NSPIN,0.16
2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,REGDN,0.05
2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,REGUP,0.09
2025-12-19T13:25:00-06:00,2025-12-19 19:25:00+00:00,2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,RRS,0.02
2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,ECRS,0.04
2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,NSPIN,0.17
2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,REGDN,0.08
2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,REGUP,0.12
2025-12-19T13:30:00-06:00,2025-12-19 19:30:00+00:00,2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,RRS,0.02
2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,ECRS,0.03
2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,NSPIN,0.17
2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,REGDN,0.09
2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,REGUP,0.12
2025-12-19T13:35:00-06:00,2025-12-19 19:35:00+00:00,2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,RRS,0.02
2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,ECRS,0.03
2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,NSPIN,0.16
2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,REGDN,0.06
2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,REGUP,0.12
2025-12-19T13:40:00-06:00,2025-12-19 19:40:00+00:00,2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,RRS,0.02
2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,ECRS,0.03
2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,NSPIN,0.16
2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,REGDN,0.04
2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,REGUP,0.12
2025-12-19T13:45:00-06:00,2025-12-19 19:45:00+00:00,2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,RRS,0.02
2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,ECRS,0.04
2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,NSPIN,0.16
2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,REGDN,0.02
2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,REGUP,0.12
2025-12-19T13:50:00-06:00,2025-12-19 19:50:00+00:00,2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,RRS,0.02
2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,ECRS,0.03
2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,NSPIN,0.16
2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,REGDN,0.22
2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,REGUP,0.12
2025-12-19T13:55:00-06:00,2025-12-19 19:55:00+00:00,2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,RRS,0.02
2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,2025-12-19T14:05:00-06:00,2025-12-19 20:05:00+00:00,ECRS,0.02
2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,2025-12-19T14:05:00-06:00,2025-12-19 20:05:00+00:00,NSPIN,0.09
2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,2025-12-19T14:05:00-06:00,2025-12-19 20:05:00+00:00,REGDN,0.03
2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,2025-12-19T14:05:00-06:00,2025-12-19 20:05:00+00:00,REGUP,0.13
2025-12-19T14:00:00-06:00,2025-12-19 20:00:00+00:00,2025-12-19T14:05:00-06:00,2025-12-19 20:05:00+00:00,RRS,0.01
2025-12-19T14:05:00-06:00,2025-12-19 20:05:00+00:00,2025-12-19T14:10:00-06:00,2025-12-19 20:10:00+00:00,ECRS,0.03
2025-12-19T14:05:00-06:00,2025-12-19 20:05:00+00:00,2025-12-19T14:10:00-06:00,2025-12-19 20:10:00+00:00,NSPIN,0.1
